name,label,settlement_type,ward_code,lga_code
S00515,Yeduri,Urban block,W006,LGA01
S00476,Yelaja,Settlement,W006,LGA01
S00519,Yeluta,Hamlet,W006,LGA01
S00531,Yengomi,Hamlet,W006,LGA01
S00421,Zadele-Gabas,Village,W006,LGA01
S00433,Zajiyi,Urban block,W006,LGA01
S00471,Zamari,Urban block,W006,LGA01
S00486,Zanaru,Urban block,W006,LGA01
S00475,Zarija,Hamlet,W006,LGA01
S00495,Zashashi,Village,W006,LGA01
S00449,Zayoru,Village,W006,LGA01
S00500,Zazana,Urban block,W006,LGA01
S00254,Adkomi,Village,W003,LGA01
S00252,Admako,Settlement,W003,LGA01
S00278,Adnama,Hamlet,W003,LGA01
S00240,Adnashi,Hamlet,W003,LGA01
S00279,Adrana,Village,W003,LGA01
S00255,Adsashi,Village,W003,LGA01
S00284,Adtile,Village,W003,LGA01
S00317,Agmami,Hamlet,W003,LGA01
S00326,Agmashi,Hamlet,W003,LGA01
S00318,Agtsiru,Urban block,W003,LGA01
S00250,Bajifa,Settlement,W003,LGA01
S00311,Bajimi,Village,W003,LGA01
S00321,Bakota-Yamma,Village,W003,LGA01
S00327,Bawawa-Kofar,Hamlet,W003,LGA01
S00271,Bishana,Settlement,W003,LGA01
S00293,Biwawo,Village,W003,LGA01
S00272,Dalama,Hamlet,W003,LGA01
S00270,Damana,Hamlet,W003,LGA01
S00305,Darayi,Hamlet,W003,LGA01
S00237,Dashami-Kofar,Village,W003,LGA01
S00281,Datiwo,Settlement,W003,LGA01
S00256,Datsisa,Village,W003,LGA01
S00226,Dodemi,Village,W003,LGA01
S00228,Doduja,Settlement,W003,LGA01
S00298,Dokori,Hamlet,W003,LGA01
S00269,Dolata-Kofar,Village,W003,LGA01
S00287,Donadu-Gabas,Hamlet,W003,LGA01
S00264,Dozawa,Hamlet,W003,LGA01
S00223,Ekshafa,Urban block,W003,LGA01
S00235,Ekwawo,Urban block,W003,LGA01
S00277,Enbemi,Urban block,W003,LGA01
S00285,Enrishi-Tsakiya,Urban block,W003,LGA01
S00324,Ensayi,Village,W003,LGA01
S00299,Enshawa,Urban block,W003,LGA01
S00230,Entile-Yamma,Village,W003,LGA01
S00267,Entsini,Urban block,W003,LGA01
S00307,Fabako,Village,W003,LGA01
S00282,Fazaba,Settlement,W003,LGA01
S00244,Gubeta,Urban block,W003,LGA01
S00306,Gudele,Settlement,W003,LGA01
S00280,Gulasa-Sabo,Village,W003,LGA01
S00242,Gulushi,Settlement,W003,LGA01
S00224,Gusaru,Urban block,W003,LGA01
S00320,Gusawo,Village,W003,LGA01
S00261,Guwani-Kofar,Urban block,W003,LGA01
S00221,Habefa,Hamlet,W003,LGA01
S00315,Ibnari,Settlement,W003,LGA01
S00288,Ibtsija,Settlement,W003,LGA01
S00266,Irbata,Urban block,W003,LGA01
S00227,Irduru,Hamlet,W003,LGA01
S00286,Jijita,Hamlet,W003,LGA01
S00304,Jilusa,Village,W003,LGA01
S00239,Jimaja,Village,W003,LGA01
S00276,Jinata,Village,W003,LGA01
S00325,Kamadu,Village,W003,LGA01
S00273,Kamata,Urban block,W003,LGA01
S00234,Karawa,Village,W003,LGA01
S00310,Karitu,Village,W003,LGA01
S00262,Kudewa-Kofar,Hamlet,W003,LGA01
S00292,Kukodu,Village,W003,LGA01
S00323,Kulale,Village,W003,LGA01
S00247,Lobadu,Settlement,W003,LGA01
S00259,Lobani-Tudun,Settlement,W003,LGA01
S00231,Lonaba,Village,W003,LGA01
S00289,Lozawa,Settlement,W003,LGA01
S00316,Mabaru,Hamlet,W003,LGA01
S00249,Manadu,Hamlet,W003,LGA01
S00222,Nuduta,Hamlet,W003,LGA01
S00265,Okrina,Urban block,W003,LGA01
S00232,Olbawo,Urban block,W003,LGA01
S00238,Olkoshi,Urban block,W003,LGA01
S00300,Olluyi,Settlement,W003,LGA01
S00274,Olnaba-Sabo,Urban block,W003,LGA01
S00283,Olnata,Hamlet,W003,LGA01
S00290,Olnayi,Village,W003,LGA01
S00319,Rikoshi,Urban block,W003,LGA01
S00312,Rilafa,Village,W003,LGA01
S00291,Riluna,Hamlet,W003,LGA01
S00246,Rimafa-Kudu,Urban block,W003,LGA01
S00225,Rinaja,Village,W003,LGA01
S00245,Ritsima-Tsakiya,Hamlet,W003,LGA01
S00263,Sabaru,Hamlet,W003,LGA01
S00248,Suderu,Hamlet,W003,LGA01
S00313,Suduwo,Village,W003,LGA01
S00253,Sukosa,Village,W003,LGA01
S00309,Sulade,Village,W003,LGA01
S00243,Surifa,Settlement,W003,LGA01
S00251,Susama,Urban block,W003,LGA01
S00314,Suyoko,Village,W003,LGA01
S00295,Tabewa-Tudun,Village,W003,LGA01
S00260,Tadedu,Village,W003,LGA01
S00229,Tajija,Hamlet,W003,LGA01
S00328,Tamami-Kofar,Village,W003,LGA01
S00308,Umjiwa-Kudu,Hamlet,W003,LGA01
S00303,Umkoru,Village,W003,LGA01
S00297,Umnata,Hamlet,W003,LGA01
S00241,Umnawo,Hamlet,W003,LGA01
S00296,Uzbata,Village,W003,LGA01
S00268,Uzkowo,Urban block,W003,LGA01
S00294,Uzlako,Settlement,W003,LGA01
S00258,Uzmashi,Settlement,W003,LGA01
S00257,Uzyori,Urban block,W003,LGA01
S00275,Uzyosa-Kudu,Hamlet,W003,LGA01
S00233,Yengole-Gabas,Hamlet,W003,LGA01
S00236,Yetija,Settlement,W003,LGA01
S00301,Yetsiwa,Village,W003,LGA01
S00322,Yezaba,Village,W003,LGA01
S00302,Zabayi-Yamma,Village,W003,LGA01
S00694,Addudu,Village,W008,LGA01
S00688,Adjiwo,Hamlet,W008,LGA01
S00663,Adlari-Kofar,Hamlet,W008,LGA01
S00764,Adshasa,Settlement,W008,LGA01
S00667,Adyole,Village,W008,LGA01
S00683,Agbadu,Urban block,W008,LGA01
S00678,Aglama,Urban block,W008,LGA01
S00697,Agngoba,Village,W008,LGA01
S00753,Agwama,Village,W008,LGA01
S00733,Agzari,Urban block,W008,LGA01
S00728,Badesa,Urban block,W008,LGA01
S00714,Bajita,Hamlet,W008,LGA01
S00687,Batsisa,Hamlet,W008,LGA01
S00740,Bayomi,Village,W008,LGA01
S00703,Bikota,Village,W008,LGA01
S00702,Bilaba,Village,W008,LGA01
S00776,Biluwo-Yamma,Village,W008,LGA01
S00700,Birari,Hamlet,W008,LGA01
S00699,Biriko,Village,W008,LGA01
S00741,Bitsiko,Urban block,W008,LGA01
S00705,Dajiwa,Village,W008,LGA01
S00746,Daluru-Arewa,Hamlet,W008,LGA01
S00695,Darana,Hamlet,W008,LGA01
S00666,Datita,Hamlet,W008,LGA01
S00763,Dazako,Village,W008,LGA01
S00684,Dobaja,Village,W008,LGA01
S00713,Dojimi,Hamlet,W008,LGA01
S00710,Ekluyi-Kofar,Village,W008,LGA01
S00762,Enduta,Village,W008,LGA01
S00786,Enkoru-Yamma,Hamlet,W008,LGA01
S00664,Enlaru,Urban block,W008,LGA01
S00748,Enngoko,Village,W008,LGA01
S00725,Entita,Village,W008,LGA01
S00719,Entsima,Hamlet,W008,LGA01
S00676,Entsina-Kofar,Village,W008,LGA01
S00745,Enyoba,Hamlet,W008,LGA01
S00686,Enyosa,Hamlet,W008,LGA01
S00775,Fabawo,Hamlet,W008,LGA01
S00706,Faduwa,Urban block,W008,LGA01
S00701,Fajile,Village,W008,LGA01
S00677,Falushi,Hamlet,W008,LGA01
S00744,Famatu,Village,W008,LGA01
S00674,Fasaru,Urban block,W008,LGA01
S00736,Fashaba,Village,W008,LGA01
S00685,Fazaja-Sabo,Settlement,W008,LGA01
S00712,Gulako,Urban block,W008,LGA01
S00679,Gulawa-Tudun,Village,W008,LGA01
S00668,Gunatu-Gabas,Village,W008,LGA01
S00680,Gurata,Village,W008,LGA01
S00784,Hababa,Hamlet,W008,LGA01
S00739,Hakoko,Settlement,W008,LGA01
S00767,Halule,Village,W008,LGA01
S00729,Hamata,Settlement,W008,LGA01
S00672,Hangodu-Kudu,Urban block,W008,LGA01
S00698,Hasani,Village,W008,LGA01
S00721,Ibdema,Urban block,W008,LGA01
S00754,Ibduja,Urban block,W008,LGA01
S00757,Ibkodu,Hamlet,W008,LGA01
S00722,Irjitu-Kofar,Village,W008,LGA01
S00696,Irngosa,Hamlet,W008,LGA01
S00772,Irrako,Settlement,W008,LGA01
S00665,Irsale,Hamlet,W008,LGA01
S00723,Irtsiru,Settlement,W008,LGA01
S00682,Irzari,Village,W008,LGA01
S00662,Jibena,Village,W008,LGA01
S00681,Jimadu,Village,W008,LGA01
S00752,Jitile,Village,W008,LGA01
S00720,Jiwale,Hamlet,W008,LGA01
S00779,Katsimi,Village,W008,LGA01
S00673,Kawaja,Urban block,W008,LGA01
S00709,Kayomi,Hamlet,W008,LGA01
S00692,Kurana,Village,W008,LGA01
S00751,Kusayi,Urban block,W008,LGA01
S00769,Kushata,Village,W008,LGA01
S00755,Kutsile,Village,W008,LGA01
S00691,Kuwashi,Hamlet,W008,LGA01
S00765,Lomashi,Hamlet,W008,LGA01
S00670,Lotsina,Hamlet,W008,LGA01
S00785,Makowo-Kofar,Settlement,W008,LGA01
S00737,Maludu,Village,W008,LGA01
S00773,Mashadu,Urban block,W008,LGA01
S00671,Mazatu,Urban block,W008,LGA01
S00787,Nudede,Urban block,W008,LGA01
S00690,Nulade-Sabo,Village,W008,LGA01
S00717,Nurari,Village,W008,LGA01
S00669,Nushafa,Urban block,W008,LGA01
S00783,Nuyoko,Hamlet,W008,LGA01
S00738,Nuzashi,Hamlet,W008,LGA01
S00758,Oktsiyi,Hamlet,W008,LGA01
S00724,Okwale,Village,W008,LGA01
S00750,Oldede-Yamma,Urban block,W008,LGA01
S00661,Oldema,Village,W008,LGA01
S00760,Olluri,Village,W008,LGA01
S00770,Olrari,Village,W008,LGA01
S00780,Oltsini,Urban block,W008,LGA01
S00689,Olwatu,Urban block,W008,LGA01
S00771,Rideru,Village,W008,LGA01
S00768,Rilami,Hamlet,W008,LGA01
S00734,Riluko,Urban block,W008,LGA01
S00782,Ringoshi-Arewa,Village,W008,LGA01
S00660,Riratu,Settlement,W008,LGA01
S00730,Sasari,Hamlet,W008,LGA01
S00749,Subadu,Hamlet,W008,LGA01
S00774,Susako,Settlement,W008,LGA01
S00747,Sutsiwo-Kudu,Hamlet,W008,LGA01
S00693,Tangosa-Tudun,Settlement,W008,LGA01
S00726,Tasale,Hamlet,W008,LGA01
S00756,Tasata,Village,W008,LGA01
S00716,Tasayi-Tudun,Settlement,W008,LGA01
S00759,Tatsishi,Urban block,W008,LGA01
S00742,Tawana,Village,W008,LGA01
S00707,Umdena,Urban block,W008,LGA01
S00777,Umdule,Hamlet,W008,LGA01
S00715,Umnaja,Village,W008,LGA01
S00766,Umngosa,Hamlet,W008,LGA01
S00743,Umshade-Sabo,Urban block,W008,LGA01
S00778,Umtija,Urban block,W008,LGA01
S00727,Uzmasa,Hamlet,W008,LGA01
S00731,Uzshawa,Hamlet,W008,LGA01
S00711,Waduja,Hamlet,W008,LGA01
S00704,Walatu,Urban block,W008,LGA01
S00718,Yedufa,Settlement,W008,LGA01
S00761,Yekota,Settlement,W008,LGA01
S00781,Yetsifa-Kofar,Village,W008,LGA01
S00675,Zabafa,Village,W008,LGA01
S00708,Zaberu,Urban block,W008,LGA01
S00735,Zaduko-Arewa,Village,W008,LGA01
S00732,Zakotu,Village,W008,LGA01
S02077,Adyoko-Sabo,Village,W032,LGA04
S02078,Adzaja,Village,W032,LGA04
S02087,Agbami,Village,W032,LGA04
S02064,Agdena,Village,W032,LGA04
S02085,Agngotu,Village,W032,LGA04
S02097,Agsale,Hamlet,W032,LGA04
S02086,Agsayi,Village,W032,LGA04
S02091,Balari,Village,W032,LGA04
S02084,Bijitu,Village,W032,LGA04
S02054,Biwasa,Village,W032,LGA04
S02070,Dokoshi,Village,W032,LGA04
S02099,Dozama,Village,W032,LGA04
S02076,Ekdeba,Village,W032,LGA04
S02096,Ekjisa,Village,W032,LGA04
S02082,Enbana,Village,W032,LGA04
S02053,Fajiyi,Village,W032,LGA04
S02079,Gukowo,Settlement,W032,LGA04
S02093,Guzayi,Settlement,W032,LGA04
S02049,Habefa-Tudun,Hamlet,W032,LGA04
S02081,Halale,Village,W032,LGA04
S02067,Haluma-Yamma,Settlement,W032,LGA04
S02080,Ibjisa-Tudun,Hamlet,W032,LGA04
S02094,Ibkoko,Hamlet,W032,LGA04
S02055,Ibkole-Sabo,Settlement,W032,LGA04
S02074,Jingode,Settlement,W032,LGA04
S02071,Kawako,Village,W032,LGA04
S02088,Kurawa,Village,W032,LGA04
S02057,Kushafa,Village,W032,LGA04
S02072,Kutisa,Hamlet,W032,LGA04
S02058,Kuyoshi,Village,W032,LGA04
S02089,Kuzasa,Hamlet,W032,LGA04
S02062,Longosa,Village,W032,LGA04
S02073,Losaru,Hamlet,W032,LGA04
S02066,Mabeko,Village,W032,LGA04
S02092,Matsitu,Hamlet,W032,LGA04
S02068,Nuraba-Yamma,Settlement,W032,LGA04
S02060,Okshawa,Settlement,W032,LGA04
S02052,Oktsiru,Village,W032,LGA04
S02063,Oldeni,Village,W032,LGA04
S02083,Olshadu,Village,W032,LGA04
S02090,Oltimi,Hamlet,W032,LGA04
S02059,Ritimi,Village,W032,LGA04
S02098,Sangole,Village,W032,LGA04
S02050,Suwale-Yamma,Hamlet,W032,LGA04
S02051,Tashako,Village,W032,LGA04
S02095,Umbena-Kofar,Village,W032,LGA04
S02069,Umlaja,Urban block,W032,LGA04
S02075,Uzzaru,Village,W032,LGA04
S02061,Yebami,Village,W032,LGA04
S02056,Yejija,Hamlet,W032,LGA04
S02065,Zadedu,Village,W032,LGA04
S02219,Adbaru-Gabas,Village,W035,LGA04
S02266,Agdewa,Hamlet,W035,LGA04
S02218,Agkoni,Village,W035,LGA04
S02236,Agmata,Village,W035,LGA04
S02259,Batiko-Kofar,Village,W035,LGA04
S02274,Batsiri,Village,W035,LGA04
S02239,Bilule,Village,W035,LGA04
S02242,Binaba,Village,W035,LGA04
S02272,Bishata,Hamlet,W035,LGA04
S02269,Dasayi,Urban block,W035,LGA04
S02220,Dawayi,Village,W035,LGA04
S02229,Dotiru,Village,W035,LGA04
S02251,Ekdeta,Settlement,W035,LGA04
S02261,Ekmani,Village,W035,LGA04
S02271,Ekwatu-Sabo,Hamlet,W035,LGA04
S02235,Ekzako,Hamlet,W035,LGA04
S02257,Enmaba,Hamlet,W035,LGA04
S02247,Enmayi,Urban block,W035,LGA04
S02248,Famaja-Kudu,Urban block,W035,LGA04
S02241,Fariwo,Settlement,W035,LGA04
S02234,Fashami,Urban block,W035,LGA04
S02256,Gukotu,Hamlet,W035,LGA04
S02226,Gurawo-Kofar,Hamlet,W035,LGA04
S02265,Hanale,Village,W035,LGA04
S02246,Ibngoru,Hamlet,W035,LGA04
S02276,Ibsade,Village,W035,LGA04
S02254,Irbale,Settlement,W035,LGA04
S02237,Irlaba,Village,W035,LGA04
S02231,Kaderi,Village,W035,LGA04
S02240,Kalani,Village,W035,LGA04
S02268,Kanako-Gabas,Hamlet,W035,LGA04
S02277,Kubade,Hamlet,W035,LGA04
S02263,Kukoko,Village,W035,LGA04
S02275,Kumani,Village,W035,LGA04
S02243,Kunadu,Village,W035,LGA04
S02225,Loduni,Village,W035,LGA04
S02245,Nuduma-Tsakiya,Village,W035,LGA04
S02267,Nudushi,Hamlet,W035,LGA04
S02260,Nunana,Village,W035,LGA04
S02270,Nushade,Village,W035,LGA04
S02273,Oljidu,Hamlet,W035,LGA04
S02221,Olyotu,Hamlet,W035,LGA04
S02264,Sulayi,Hamlet,W035,LGA04
S02232,Suyoko-Tudun,Hamlet,W035,LGA04
S02222,Suzatu,Hamlet,W035,LGA04
S02258,Takoja-Arewa,Settlement,W035,LGA04
S02227,Talafa,Village,W035,LGA04
S02244,Tarimi,Village,W035,LGA04
S02224,Tasata-Sabo,Village,W035,LGA04
S02253,Umdesa,Hamlet,W035,LGA04
S02255,Uzbasa,Village,W035,LGA04
S02233,Uzjiko-Kudu,Hamlet,W035,LGA04
S02252,Uzmaja-Kudu,Village,W035,LGA04
S02230,Uznari,Village,W035,LGA04
S02223,Uzshami,Village,W035,LGA04
S02217,Washashi,Settlement,W035,LGA04
S02250,Yerako-Sabo,Village,W035,LGA04
S02262,Zalana,Village,W035,LGA04
S02249,Zangota-Tudun,Village,W035,LGA04
S02238,Zashatu,Village,W035,LGA04
S02228,Zatsiri-Sabo,Village,W035,LGA04
S02520,Addutu,Urban block,W040,LGA04
S02523,Adkowa-Gabas,Village,W040,LGA04
S02510,Adlude,Village,W040,LGA04
S02473,Adride-Tudun,Hamlet,W040,LGA04
S02517,Agduwa,Village,W040,LGA04
S02488,Agzayi-Gabas,Village,W040,LGA04
S02499,Babako,Village,W040,LGA04
S02484,Bazako,Village,W040,LGA04
S02498,Bidude-Kudu,Settlement,W040,LGA04
S02496,Dadushi,Hamlet,W040,LGA04
S02486,Dakofa-Yamma,Village,W040,LGA04
S02481,Dakoko,Hamlet,W040,LGA04
S02478,Darako,Village,W040,LGA04
S02504,Dolade-Tudun,Hamlet,W040,LGA04
S02494,Domale,Village,W040,LGA04
S02489,Dotisa,Village,W040,LGA04
S02483,Eklami-Gabas,Village,W040,LGA04
S02513,Ekmako,Hamlet,W040,LGA04
S02505,Ekngotu-Kudu,Village,W040,LGA04
S02506,Ekrishi-Tudun,Settlement,W040,LGA04
S02485,Enyode,Hamlet,W040,LGA04
S02516,Fajimi,Settlement,W040,LGA04
S02514,Gulutu,Settlement,W040,LGA04
S02493,Guyosa,Village,W040,LGA04
S02475,Haluko,Village,W040,LGA04
S02518,Hanaja,Settlement,W040,LGA04
S02503,Harashi,Settlement,W040,LGA04
S02474,Ibbale,Village,W040,LGA04
S02524,Ibjiba-Yamma,Village,W040,LGA04
S02479,Irngodu,Settlement,W040,LGA04
S02519,Kazami-Tsakiya,Settlement,W040,LGA04
S02477,Lodefa-Tsakiya,Village,W040,LGA04
S02522,Marami,Village,W040,LGA04
S02500,Okduri-Tudun,Village,W040,LGA04
S02487,Okkoba,Village,W040,LGA04
S02476,Olrale,Village,W040,LGA04
S02480,Rikodu,Village,W040,LGA04
S02511,Riyoma,Village,W040,LGA04
S02495,Sakodu,Village,W040,LGA04
S02501,Sangota-Kofar,Hamlet,W040,LGA04
S02509,Sarayi,Village,W040,LGA04
S02502,Sasami,Village,W040,LGA04
S02492,Sawaru,Village,W040,LGA04
S02512,Suderi,Urban block,W040,LGA04
S02490,Sujidu-Yamma,Settlement,W040,LGA04
S02508,Sutishi,Hamlet,W040,LGA04
S02521,Tamama,Settlement,W040,LGA04
S02507,Uzjita,Village,W040,LGA04
S02472,Uzmaja,Hamlet,W040,LGA04
S02515,Uzrisa,Village,W040,LGA04
S02497,Watsiko,Village,W040,LGA04
S02491,Zadefa-Kudu,Village,W040,LGA04
S02482,Zashata,Village,W040,LGA04
S01663,Bishani,Hamlet,W024,LGA04
S01638,Dadeta,Village,W024,LGA04
S01660,Doduta,Village,W024,LGA04
S01655,Enwawa-Sabo,Village,W024,LGA04
S01649,Faduta,Village,W024,LGA04
S01637,Fatsisa,Hamlet,W024,LGA04
S01645,Fazale,Village,W024,LGA04
S01669,Ibshana,Hamlet,W024,LGA04
S01666,Irrayi,Hamlet,W024,LGA04
S01639,Irtiwo,Village,W024,LGA04
S01644,Irwaja,Hamlet,W024,LGA04
S01670,Jiluna,Village,W024,LGA04
S01640,Kabema,Village,W024,LGA04
S01648,Kamaru,Village,W024,LGA04
S01659,Kutsiba,Village,W024,LGA04
S01667,Kuyoyi,Hamlet,W024,LGA04
S01662,Longoba,Hamlet,W024,LGA04
S01642,Lotsiwo,Hamlet,W024,LGA04
S01654,Olmaba,Village,W024,LGA04
S01658,Rinashi,Village,W024,LGA04
S01657,Risashi,Village,W024,LGA04
S01656,Satsishi-Kudu,Hamlet,W024,LGA04
S01652,Sungota,Village,W024,LGA04
S01650,Suwaru,Hamlet,W024,LGA04
S01661,Taride,Village,W024,LGA04
S01636,Tazasa,Village,W024,LGA04
S01646,Umduta,Village,W024,LGA04
S01647,Umluba,Settlement,W024,LGA04
S01651,Umngona,Village,W024,LGA04
S01641,Uzkodu-Sabo,Village,W024,LGA04
S01668,Uzngomi,Village,W024,LGA04
S01665,Uzyoba,Hamlet,W024,LGA04
S01653,Warile,Village,W024,LGA04
S01643,Yengori,Village,W024,LGA04
S01664,Yetiri,Hamlet,W024,LGA04
S02278,Adduri,Urban block,W036,LGA04
S02303,Agbashi,Settlement,W036,LGA04
S02307,Agtitu-Tudun,Village,W036,LGA04
S02292,Banatu,Village,W036,LGA04
S02282,Bibaba-Kudu,Village,W036,LGA04
S02298,Biduma,Urban block,W036,LGA04
S02297,Domako,Village,W036,LGA04
S02306,Ekwasa,Village,W036,LGA04
S02293,Ekwata,Hamlet,W036,LGA04
S02283,Enbedu,Village,W036,LGA04
S02299,Fadesa,Hamlet,W036,LGA04
S02285,Hasatu,Settlement,W036,LGA04
S02305,Ibsharu-Gabas,Hamlet,W036,LGA04
S02294,Irjimi,Hamlet,W036,LGA04
S02311,Kulaja,Village,W036,LGA04
S02300,Kurile-Gabas,Settlement,W036,LGA04
S02309,Kutima,Hamlet,W036,LGA04
S02301,Lodewo,Village,W036,LGA04
S02284,Malaba,Village,W036,LGA04
S02290,Malusa-Arewa,Village,W036,LGA04
S02302,Nuzako,Village,W036,LGA04
S02279,Okdefa,Village,W036,LGA04
S02281,Oktide,Village,W036,LGA04
S02287,Olbede,Hamlet,W036,LGA04
S02312,Olbewa,Hamlet,W036,LGA04
S02280,Olyoru,Village,W036,LGA04
S02291,Ringofa-Kofar,Village,W036,LGA04
S02286,Riwako,Village,W036,LGA04
S02310,Sarafa,Hamlet,W036,LGA04
S02308,Sudena,Settlement,W036,LGA04
S02296,Tamadu,Settlement,W036,LGA04
S02295,Uzmata-Kofar,Hamlet,W036,LGA04
S02289,Uzrifa,Settlement,W036,LGA04
S02288,Wanawo,Hamlet,W036,LGA04
S02304,Zashale-Yamma,Village,W036,LGA04
S02467,Agriwo,Village,W039,LGA04
S02455,Agsashi,Hamlet,W039,LGA04
S02461,Agyoshi,Settlement,W039,LGA04
S02446,Agzashi,Village,W039,LGA04
S02440,Dakosa,Village,W039,LGA04
S02464,Dosharu-Kofar,Village,W039,LGA04
S02462,Dowadu-Kudu,Village,W039,LGA04
S02441,Enjina,Village,W039,LGA04
S02471,Enyole,Hamlet,W039,LGA04
S02459,Enyota,Settlement,W039,LGA04
S02425,Fajifa,Village,W039,LGA04
S02431,Guduyi,Village,W039,LGA04
S02469,Guwari,Hamlet,W039,LGA04
S02443,Guzade,Village,W039,LGA04
S02453,Hanana,Village,W039,LGA04
S02436,Ibberi-Yamma,Village,W039,LGA04
S02465,Kasafa,Settlement,W039,LGA04
S02426,Kasayi,Village,W039,LGA04
S02424,Katiyi,Village,W039,LGA04
S02428,Kudumi-Kofar,Village,W039,LGA04
S02434,Kuridu,Village,W039,LGA04
S02452,Kushawa,Hamlet,W039,LGA04
S02437,Lowale,Village,W039,LGA04
S02454,Mashatu,Village,W039,LGA04
S02432,Nujina,Village,W039,LGA04
S02429,Nunani,Village,W039,LGA04
S02458,Nuzayi,Village,W039,LGA04
S02444,Okrani,Village,W039,LGA04
S02470,Ringodu-Yamma,Village,W039,LGA04
S02445,Risawa-Yamma,Village,W039,LGA04
S02439,Sashadu,Hamlet,W039,LGA04
S02430,Satiba,Hamlet,W039,LGA04
S02427,Sazana,Hamlet,W039,LGA04
S02447,Sazata,Village,W039,LGA04
S02450,Sudule,Village,W039,LGA04
S02466,Tadeko,Village,W039,LGA04
S02457,Takoma,Village,W039,LGA04
S02468,Umbetu-Sabo,Hamlet,W039,LGA04
S02460,Umnadu,Village,W039,LGA04
S02448,Umtsifa-Kofar,Village,W039,LGA04
S02449,Uzsayi,Hamlet,W039,LGA04
S02435,Uzwade,Settlement,W039,LGA04
S02463,Waduni,Village,W039,LGA04
S02451,Wajidu,Village,W039,LGA04
S02433,Warifa-Sabo,Village,W039,LGA04
S02438,Wasawo-Sabo,Village,W039,LGA04
S02442,Watsitu,Village,W039,LGA04
S02456,Wazawo,Hamlet,W039,LGA04
S01687,Agriko,Village,W025,LGA04
S01697,Birasa,Hamlet,W025,LGA04
S01698,Bitsini,Village,W025,LGA04
S01675,Dangowo-Gabas,Hamlet,W025,LGA04
S01696,Dawawo,Hamlet,W025,LGA04
S01683,Doduba,Urban block,W025,LGA04
S01701,Dowami,Village,W025,LGA04
S01690,Ekjidu,Village,W025,LGA04
S01688,Enkowa-Kudu,Settlement,W025,LGA04
S01679,Hawaru,Village,W025,LGA04
S01686,Ibmayi,Settlement,W025,LGA04
S01704,Ibzana,Settlement,W025,LGA04
S01693,Irbewa-Yamma,Village,W025,LGA04
S01692,Irngona,Village,W025,LGA04
S01705,Iryoma,Hamlet,W025,LGA04
S01677,Jibeyi-Arewa,Village,W025,LGA04
S01680,Jishari,Village,W025,LGA04
S01694,Kulana,Village,W025,LGA04
S01674,Kulani,Village,W025,LGA04
S01678,Longotu,Village,W025,LGA04
S01685,Majima,Hamlet,W025,LGA04
S01672,Oklafa,Village,W025,LGA04
S01681,Ritsisa,Hamlet,W025,LGA04
S01676,Riwadu,Hamlet,W025,LGA04
S01699,Sajiba-Tudun,Village,W025,LGA04
S01703,Sushayi,Village,W025,LGA04
S01689,Suzama,Village,W025,LGA04
S01695,Tatiri,Hamlet,W025,LGA04
S01673,Uzlaja,Village,W025,LGA04
S01684,Uzsani-Tudun,Hamlet,W025,LGA04
S01691,Uzshatu,Village,W025,LGA04
S01702,Wakomi,Settlement,W025,LGA04
S01700,Wasayi-Kofar,Settlement,W025,LGA04
S01682,Yedewo,Village,W025,LGA04
S01671,Zakode,Hamlet,W025,LGA04
S01706,Zamale,Village,W025,LGA04
S01377,Adrishi,Village,W019,LGA04
S01406,Adshako,Village,W019,LGA04
S01413,Agyona,Hamlet,W019,LGA04
S01417,Baride,Village,W019,LGA04
S01405,Batishi,Village,W019,LGA04
S01396,Bayowa-Kudu,Village,W019,LGA04
S01374,Bazaru,Hamlet,W019,LGA04
S01384,Bidudu,Urban block,W019,LGA04
S01383,Bikotu,Urban block,W019,LGA04
S01420,Biluru,Hamlet,W019,LGA04
S01380,Dalade,Urban block,W019,LGA04
S01400,Danayi,Hamlet,W019,LGA04
S01378,Dazasa,Hamlet,W019,LGA04
S01397,Doderu,Village,W019,LGA04
S01389,Doradu,Hamlet,W019,LGA04
S01422,Ekbaja,Village,W019,LGA04
S01393,Eksawa,Hamlet,W019,LGA04
S01386,Ektsija,Village,W019,LGA04
S01381,Endeta,Hamlet,W019,LGA04
S01414,Fatsina-Kofar,Settlement,W019,LGA04
S01411,Gutini,Settlement,W019,LGA04
S01372,Haduta,Hamlet,W019,LGA04
S01385,Hajiru,Village,W019,LGA04
S01390,Ibbewo,Village,W019,LGA04
S01419,Ibjiwo,Hamlet,W019,LGA04
S01416,Ibtifa-Sabo,Hamlet,W019,LGA04
S01398,Irbetu-Tsakiya,Village,W019,LGA04
S01382,Kazayi-Kudu,Village,W019,LGA04
S01391,Kuyoja-Tudun,Settlement,W019,LGA04
S01421,Lolari-Sabo,Village,W019,LGA04
S01375,Lotifa-Sabo,Hamlet,W019,LGA04
S01415,Nuluwa,Settlement,W019,LGA04
S01403,Nunawa-Kofar,Village,W019,LGA04
S01408,Nurimi-Tudun,Village,W019,LGA04
S01373,Nuyoru,Hamlet,W019,LGA04
S01423,Olbashi,Hamlet,W019,LGA04
S01379,Oldena,Settlement,W019,LGA04
S01409,Olshaba,Village,W019,LGA04
S01412,Rinasa,Settlement,W019,LGA04
S01387,Ritsima,Hamlet,W019,LGA04
S01407,Sasadu,Settlement,W019,LGA04
